"時点","地域コード","地域","有効求人倍率【倍】","注記","新規求人倍率【倍】","注記","労働力人口（国勢調査）【人】","注記","第１次産業就業者数【人】","注記","第２次産業就業者数【人】","注記","第３次産業就業者数【人】","注記"
"1973年3月","25000","滋賀県","2.49","","2.90","","","","","","","","",""
"1973年3月","26000","京都府","1.85","","2.83","","","","","","","","",""
"1973年3月","27000","大阪府","3.07","","2.47","","","","","","","","",""
"1973年3月","28000","兵庫県","1.98","","2.25","","","","","","","","",""
"1973年3月","29000","奈良県","2.20","","2.65","","","","","","","","",""
"1973年3月","30000","和歌山県","1.55","","1.88","","","","","","","","",""
"1973年3月","31000","鳥取県","1.38","","1.70","","","","","","","","",""
"1973年3月","32000","島根県","1.73","","1.45","","","","","","","","",""
"1973年3月","33000","岡山県","2.34","","2.35","","","","","","","","",""
"1973年3月","34000","広島県","2.55","","2.89","","","","","","","","",""
"1973年3月","35000","山口県","1.40","","1.71","","","","","","","","",""
"1973年3月","36000","徳島県","0.98","","1.04","","","","","","","","",""
"1973年3月","37000","香川県","2.60","","2.38","","","","","","","","",""
"1973年3月","38000","愛媛県","1.13","","1.29","","","","","","","","",""
"1973年3月","39000","高知県","0.33","","0.66","","","","","","","","",""
"1973年3月","40000","福岡県","0.67","","1.11","","","","","","","","",""
"1973年3月","41000","佐賀県","0.69","","0.85","","","","","","","","",""
"1973年3月","42000","長崎県","0.98","","1.44","","","","","","","","",""
"1973年3月","43000","熊本県","0.79","","0.99","","","","","","","","",""
"1973年3月","44000","大分県","0.68","","1.17","","","","","","","","",""
"1973年3月","45000","宮崎県","0.50","","0.88","","","","","","","","",""
"1973年3月","46000","鹿児島県","0.48","","0.79","","","","","","","","",""
"1973年3月","47000","沖縄県","0.22","","0.52","","","","","","","","",""
"1973年4月","01000","北海道","1.00","","2.70","","","","","","","","",""
"1973年4月","02000","青森県","0.33","","1.33","","","","","","","","",""
"1973年4月","03000","岩手県","0.90","","1.38","","","","","","","","",""
"1973年4月","04000","宮城県","1.12","","1.20","","","","","","","","",""
"1973年4月","05000","秋田県","0.46","","1.13","","","","","","","","",""
"1973年4月","06000","山形県","0.65","","1.50","","","","","","","","",""
"1973年4月","07000","福島県","1.16","","2.03","","","","","","","","",""
"1973年4月","08000","茨城県","3.04","","2.77","","","","","","","","",""
"1973年4月","09000","栃木県","2.63","","2.90","","","","","","","","",""
"1973年4月","10000","群馬県","2.51","","3.16","","","","","","","","",""
"1973年4月","11000","埼玉県","2.60","","2.56","","","","","","","","",""
"1973年4月","12000","千葉県","2.24","","2.48","","","","","","","","",""
"1973年4月","13000","東京都","2.35","","2.00","","","","","","","","",""
"1973年4月","14000","神奈川県","2.87","","2.47","","","","","","","","",""
"1973年4月","15000","新潟県","1.70","","1.98","","","","","","","","",""
"1973年4月","16000","富山県","2.46","","2.64","","","","","","","","",""
"1973年4月","17000","石川県","2.46","","2.58","","","","","","","","",""
"1973年4月","18000","福井県","1.71","","2.66","","","","","","","","",""
"1973年4月","19000","山梨県","3.29","","3.01","","","","","","","","",""
"1973年4月","20000","長野県","2.59","","2.75","","","","","","","","",""
"1973年4月","21000","岐阜県","4.08","","4.32","","","","","","","","",""
"1973年4月","22000","静岡県","3.45","","3.29","","","","","","","","",""
"1973年4月","23000","愛知県","6.39","","4.72","","","","","","","","",""
"1973年4月","24000","三重県","3.03","","3.26","","","","","","","","",""
"1973年4月","25000","滋賀県","2.51","","3.23","","","","","","","","",""
"1973年4月","26000","京都府","1.49","","1.78","","","","","","","","",""
"1973年4月","27000","大阪府","2.75","","2.49","","","","","","","","",""
"1973年4月","28000","兵庫県","1.87","","2.08","","","","","","","","",""
"1973年4月","29000","奈良県","2.27","","2.56","","","","","","","","",""
"1973年4月","30000","和歌山県","1.53","","1.94","","","","","","","","",""
"1973年4月","31000","鳥取県","1.42","","1.81","","","","","","","","",""
"1973年4月","32000","島根県","1.82","","1.29","","","","","","","","",""
"1973年4月","33000","岡山県","2.39","","2.50","","","","","","","","",""
"1973年4月","34000","広島県","2.43","","2.76","","","","","","","","",""
"1973年4月","35000","山口県","1.43","","1.75","","","","","","","","",""
"1973年4月","36000","徳島県","0.87","","0.99","","","","","","","","",""
"1973年4月","37000","香川県","2.58","","2.34","","","","","","","","",""
"1973年4月","38000","愛媛県","1.05","","1.18","","","","","","","","",""
"1973年4月","39000","高知県","0.27","","0.36","","","","","","","","",""
"1973年4月","40000","福岡県","0.59","","0.83","","","","","","","","",""
"1973年4月","41000","佐賀県","0.72","","0.76","","","","","","","","",""
"1973年4月","42000","長崎県","0.95","","1.18","","","","","","","","",""
"1973年4月","43000","熊本県","0.71","","0.73","","","","","","","","",""
"1973年4月","44000","大分県","0.73","","1.14","","","","","","","","",""
"1973年4月","45000","宮崎県","0.57","","1.07","","","","","","","","",""
"1973年4月","46000","鹿児島県","0.40","","0.56","","","","","","","","",""
"1973年4月","47000","沖縄県","0.15","","0.21","","","","","","","","",""
"1973年5月","01000","北海道","1.41","","1.53","","","","","","","","",""
"1973年5月","02000","青森県","0.41","","1.00","","","","","","","","",""
"1973年5月","03000","岩手県","1.38","","1.44","","","","","","","","",""
"1973年5月","04000","宮城県","1.18","","1.31","","","","","","","","",""
"1973年5月","05000","秋田県","0.50","","0.54","","","","","","","","",""
"1973年5月","06000","山形県","0.62","","0.57","","","","","","","","",""
"1973年5月","07000","福島県","1.42","","1.67","","","","","","","","",""
"1973年5月","08000","茨城県","2.91","","2.73","","","","","","","","",""
"1973年5月","09000","栃木県","3.07","","3.11","","","","","","","","",""
"1973年5月","10000","群馬県","2.66","","3.43","","","","","","","","",""
"1973年5月","11000","埼玉県","2.78","","2.88","","","","","","","","",""
"1973年5月","12000","千葉県","2.14","","2.59","","","","","","","","",""
"1973年5月","13000","東京都","2.34","","2.22","","","","","","","","",""
"1973年5月","14000","神奈川県","3.09","","3.39","","","","","","","","",""
"1973年5月","15000","新潟県","1.70","","1.28","","","","","","","","",""
"1973年5月","16000","富山県","2.70","","2.37","","","","","","","","",""
"1973年5月","17000","石川県","2.05","","1.19","","","","","","","","",""
"1973年5月","18000","福井県","1.82","","1.95","","","","","","","","",""
"1973年5月","19000","山梨県","3.47","","3.45","","","","","","","","",""
"1973年5月","20000","長野県","2.80","","2.74","","","","","","","","",""
"1973年5月","21000","岐阜県","4.89","","5.27","","","","","","","","",""
"1973年5月","22000","静岡県","3.42","","3.29","","","","","","","","",""
"1973年5月","23000","愛知県","6.37","","5.11","","","","","","","","",""
"1973年5月","24000","三重県","3.01","","2.94","","","","","","","","",""
"1973年5月","25000","滋賀県","2.84","","3.53","","","","","","","","",""
"1973年5月","26000","京都府","1.48","","1.84","","","","","","","","",""
"1973年5月","27000","大阪府","2.68","","2.49","","","","","","","","",""
"1973年5月","28000","兵庫県","1.75","","1.91","","","","","","","","",""
"1973年5月","29000","奈良県","2.12","","2.05","","","","","","","","",""
"1973年5月","30000","和歌山県","1.71","","2.16","","","","","","","","",""
"1973年5月","31000","鳥取県","1.37","","1.54","","","","","","","","",""
"1973年5月","32000","島根県","1.57","","1.10","","","","","","","","",""
"1973年5月","33000","岡山県","2.34","","2.57","","","","","","","","",""
"1973年5月","34000","広島県","2.41","","2.55","","","","","","","","",""
"1973年5月","35000","山口県","1.43","","1.66","","","","","","","","",""
"1973年5月","36000","徳島県","0.85","","0.97","","","","","","","","",""
"1973年5月","37000","香川県","2.57","","2.24","","","","","","","","",""
"1973年5月","38000","愛媛県","0.95","","1.03","","","","","","","","",""
"1973年5月","39000","高知県","0.22","","0.24","","","","","","","","",""
"1973年5月","40000","福岡県","0.60","","1.12","","","","","","","","",""
"1973年5月","41000","佐賀県","0.62","","0.72","","","","","","","","",""
"1973年5月","42000","長崎県","0.94","","1.30","","","","","","","","",""
"1973年5月","43000","熊本県","0.64","","0.84","","","","","","","","",""
"1973年5月","44000","大分県","0.77","","1.06","","","","","","","","",""
"1973年5月","45000","宮崎県","0.50","","0.73","","","","","","","","",""
"1973年5月","46000","鹿児島県","0.34","","0.37","","","","","","","","",""
"1973年5月","47000","沖縄県","0.13","","0.39","","","","","","","","",""
"1973年6月","01000","北海道","1.62","","1.66","","","","","","","","",""
"1973年6月","02000","青森県","0.30","","0.44","","","","","","","","",""
"1973年6月","03000","岩手県","1.63","","1.36","","","","","","","","",""
"1973年6月","04000","宮城県","1.15","","1.25","","","","","","","","",""
"1973年6月","05000","秋田県","0.39","","0.37","","","","","","","","",""
"1973年6月","06000","山形県","0.57","","0.78","","","","","","","","",""
"1973年6月","07000","福島県","1.46","","1.42","","","","","","","","",""
"1973年6月","08000","茨城県","3.14","","3.08","","","","","","","","",""
"1973年6月","09000","栃木県","3.79","","4.51","","","","","","","","",""
"1973年6月","10000","群馬県","2.84","","4.32","","","","","","","","",""
"1973年6月","11000","埼玉県","2.95","","3.19","","","","","","","","",""
"1973年6月","12000","千葉県","2.18","","3.13","","","","","","","","",""
"1973年6月","13000","東京都","2.43","","2.56","","","","","","","","",""
"1973年6月","14000","神奈川県","3.12","","3.69","","","","","","","","",""
"1973年6月","15000","新潟県","1.70","","1.22","","","","","","","","",""
"1973年6月","16000","富山県","2.84","","2.75","","","","","","","","",""
"1973年6月","17000","石川県","2.18","","2.36","","","","","","","","",""
"1973年6月","18000","福井県","2.03","","3.58","","","","","","","","",""
"1973年6月","19000","山梨県","3.65","","3.52","","","","","","","","",""
"1973年6月","20000","長野県","2.88","","2.93","","","","","","","","",""
"1973年6月","21000","岐阜県","5.35","","5.24","","","","","","","","",""
"1973年6月","22000","静岡県","2.76","","4.27","","","","","","","","",""
"1973年6月","23000","愛知県","6.90","","5.70","","","","","","","","",""
"1973年6月","24000","三重県","3.21","","3.98","","","","","","","","",""
"1973年6月","25000","滋賀県","2.87","","3.60","","","","","","","","",""
"1973年6月","26000","京都府","1.32","","2.31","","","","","","","","",""
"1973年6月","27000","大阪府","2.87","","3.14","","","","","","","","",""
"1973年6月","28000","兵庫県","1.78","","2.42","","","","","","","","",""
"1973年6月","29000","奈良県","2.17","","2.81","","","","","","","","",""
"1973年6月","30000","和歌山県","1.68","","2.04","","","","","","","","",""
"1973年6月","31000","鳥取県","1.37","","1.92","","","","","","","","",""
"1973年6月","32000","島根県","1.46","","1.36","","","","","","","","",""
"1973年6月","33000","岡山県","2.35","","2.81","","","","","","","","",""
"1973年6月","34000","広島県","2.48","","3.49","","","","","","","","",""
"1973年6月","35000","山口県","1.45","","1.82","","","","","","","","",""
"1973年6月","36000","徳島県","0.73","","0.96","","","","","","","","",""
"1973年6月","37000","香川県","2.87","","3.00","","","","","","","","",""
"1973年6月","38000","愛媛県","0.97","","1.16","","","","","","","","",""
"1973年6月","39000","高知県","0.19","","0.35","","","","","","","","",""
"1973年6月","40000","福岡県","0.60","","1.26","","","","","","","","",""
"1973年6月","41000","佐賀県","0.62","","1.03","","","","","","","","",""
"1973年6月","42000","長崎県","0.97","","1.65","","","","","","","","",""
"1973年6月","43000","熊本県","0.68","","1.19","","","","","","","","",""
"1973年6月","44000","大分県","0.75","","1.07","","","","","","","","",""
"1973年6月","45000","宮崎県","0.50","","0.95","","","","","","","","",""
"1973年6月","46000","鹿児島県","0.34","","0.47","","","","","","","","",""
"1973年6月","47000","沖縄県","0.18","","0.57","","","","","","","","",""
"1973年7月","01000","北海道","1.11","","1.17","","","","","","","","",""
